factura,cliente,fecha,subtotal,iva,total
F25-0914,Tech Solutions Factura N°: F25-0914,2025-06-13,3876.96,736.62,4613.58
F25-0915,Logística Global Factura N°: F25-0915,2025-09-16,836.91,159.01,995.92
F25-0916,Logística Global Factura N°: F25-0916,2025-08-07,129.9,24.68,154.58
F25-0917,Logística Global Factura N°: F25-0917,2025-11-22,2976.0,565.44,3541.44
F25-0918,Tienda Don Pepe Factura N°: F25-0918,2025-11-23,6756.96,1283.82,8040.78
F25-0919,Tech Solutions Factura N°: F25-0919,2025-07-02,566.91,107.71,674.62
F25-0920,Inversiones ABC Factura N°: F25-0920,2025-01-29,13995.0,2659.05,16654.05
F25-0921,Servicios Express Factura N°: F25-0921,2025-07-20,1363.92,259.14,1623.06
F25-0922,Servicios Express Factura N°: F25-0922,2025-01-08,9600.0,1824.0,11424.0
F25-0923,Servicios Express Factura N°: F25-0923,2025-07-09,5017.5,953.33,5970.82
F25-0924,Servicios Express Factura N°: F25-0924,2025-01-15,12930.0,2456.7,15386.7
F25-0925,Tienda Don Pepe Factura N°: F25-0925,2025-08-22,1798.5,341.72,2140.22
F25-0926,Servicios Express Factura N°: F25-0926,2025-08-06,4032.0,766.08,4798.08
F25-0927,Tech Solutions Factura N°: F25-0927,2025-11-16,2970.0,564.3,3534.3
F25-0928,Inversiones ABC Factura N°: F25-0928,2025-05-23,129.9,24.68,154.58
F25-0929,Logística Global Factura N°: F25-0929,2025-10-04,450.0,85.5,535.5
F25-0930,Tienda Don Pepe Factura N°: F25-0930,2025-03-18,6300.0,1197.0,7497.0
F25-0931,Tienda Don Pepe Factura N°: F25-0931,2025-06-28,910.89,173.07,1083.96
F25-0932,Inversiones ABC Factura N°: F25-0932,2025-02-24,229.5,43.61,273.11
F25-0933,Servicios Express Factura N°: F25-0933,2025-09-07,270.93,51.48,322.41
F25-0934,Servicios Express Factura N°: F25-0934,2025-03-27,848.91,161.29,1010.2
F25-0935,Tech Solutions Factura N°: F25-0935,2025-09-13,7855.44,1492.53,9347.97
F25-0936,Tech Solutions Factura N°: F25-0936,2025-12-11,2668.5,507.01,3175.51
F25-0937,Inversiones ABC Factura N°: F25-0937,2025-10-20,1796.91,341.41,2138.32
F25-0938,Tienda Don Pepe Factura N°: F25-0938,2025-05-09,6118.5,1162.52,7281.02
F25-0939,Tienda Don Pepe Factura N°: F25-0939,2025-10-17,906.9,172.31,1079.21
F25-0940,Tienda Don Pepe Factura N°: F25-0940,2025-12-28,360.0,68.4,428.4
F25-0941,Inversiones ABC Factura N°: F25-0941,2025-08-02,315.0,59.85,374.85
F25-0942,Servicios Express Factura N°: F25-0942,2025-08-01,7212.99,1370.47,8583.46
F25-0943,Tech Solutions Factura N°: F25-0943,2025-02-01,4980.0,946.2,5926.2
F25-0944,Servicios Express Factura N°: F25-0944,2025-12-24,1776.81,337.59,2114.4
F25-0945,Servicios Express Factura N°: F25-0945,2025-10-11,1233.0,234.27,1467.27
F25-0946,Logística Global Factura N°: F25-0946,2025-04-17,526.5,100.03,626.53
F25-0947,Servicios Express Factura N°: F25-0947,2025-04-26,1041.0,197.79,1238.79
F25-0948,Tech Solutions Factura N°: F25-0948,2025-05-18,12238.5,2325.32,14563.82
F25-0949,Logística Global Factura N°: F25-0949,2025-04-02,12090.0,2297.1,14387.1
F25-0950,Logística Global Factura N°: F25-0950,2025-11-23,408.0,77.52,485.52
F25-0951,Logística Global Factura N°: F25-0951,2025-11-07,180.0,34.2,214.2
F25-0952,Servicios Express Factura N°: F25-0952,2025-02-25,10800.0,2052.0,12852.0
F25-0953,Tienda Don Pepe Factura N°: F25-0953,2025-06-21,4293.0,815.67,5108.67
F25-0954,Tech Solutions Factura N°: F25-0954,2025-09-03,1279.95,243.19,1523.14
F25-0955,Servicios Express Factura N°: F25-0955,2025-03-30,7285.98,1384.34,8670.32
F25-0956,Servicios Express Factura N°: F25-0956,2025-11-23,744.0,141.36,885.36
F25-0957,Tienda Don Pepe Factura N°: F25-0957,2025-09-18,25.98,4.94,30.92
F25-0958,Logística Global Factura N°: F25-0958,2025-03-05,5640.0,1071.6,6711.6
F25-0959,Tienda Don Pepe Factura N°: F25-0959,2025-08-15,6256.5,1188.74,7445.24
F25-0960,Logística Global Factura N°: F25-0960,2025-03-18,739.86,140.57,880.43
F25-0961,Servicios Express Factura N°: F25-0961,2025-07-25,3420.0,649.8,4069.8
F25-0962,Servicios Express Factura N°: F25-0962,2025-03-02,1110.0,210.9,1320.9
F25-0963,Tienda Don Pepe Factura N°: F25-0963,2025-06-16,1885.98,358.34,2244.32
F25-0964,Tech Solutions Factura N°: F25-0964,2025-12-13,346.41,65.82,412.23
F25-0965,Logística Global Factura N°: F25-0965,2025-03-30,9940.5,1888.69,11829.19
F25-0966,Servicios Express Factura N°: F25-0966,2025-03-16,225.0,42.75,267.75
F25-0967,Inversiones ABC Factura N°: F25-0967,2025-07-08,2668.92,507.09,3176.01
F25-0968,Inversiones ABC Factura N°: F25-0968,2025-05-10,8670.0,1647.3,10317.3
F25-0969,Inversiones ABC Factura N°: F25-0969,2025-11-26,20314.95,3859.84,24174.79
F25-0970,Inversiones ABC Factura N°: F25-0970,2025-03-27,527.94,100.31,628.25
F25-0971,Tech Solutions Factura N°: F25-0971,2025-11-16,18038.49,3427.31,21465.8
F25-0972,Logística Global Factura N°: F25-0972,2025-04-24,3600.0,684.0,4284.0
F25-0973,Tienda Don Pepe Factura N°: F25-0973,2025-02-13,801.0,152.19,953.19
F25-0974,Logística Global Factura N°: F25-0974,2025-12-26,14595.0,2773.05,17368.05
F25-0975,Servicios Express Factura N°: F25-0975,2025-04-03,520.5,98.89,619.39
F25-0976,Tech Solutions Factura N°: F25-0976,2025-09-13,1440.0,273.6,1713.6
F25-0977,Logística Global Factura N°: F25-0977,2025-01-14,4470.0,849.3,5319.3
F25-0978,Tech Solutions Factura N°: F25-0978,2025-04-11,2207.94,419.51,2627.45
F25-0979,Tienda Don Pepe Factura N°: F25-0979,2025-07-22,12019.5,2283.7,14303.2
F25-0980,Inversiones ABC Factura N°: F25-0980,2025-12-10,12510.93,2377.08,14888.01
F25-0981,Logística Global Factura N°: F25-0981,2025-02-24,2211.0,420.09,2631.09
F25-0982,Tienda Don Pepe Factura N°: F25-0982,2025-02-12,13345.98,2535.74,15881.72
F25-0983,Inversiones ABC Factura N°: F25-0983,2025-02-11,4037.94,767.21,4805.15
F25-0984,Tienda Don Pepe Factura N°: F25-0984,2025-02-19,5397.0,1025.43,6422.43
F25-0985,Logística Global Factura N°: F25-0985,2025-05-12,9600.0,1824.0,11424.0
F25-0986,Inversiones ABC Factura N°: F25-0986,2025-04-05,76.5,14.54,91.03
F25-0987,Servicios Express Factura N°: F25-0987,2025-04-26,9600.0,1824.0,11424.0
F25-0988,Inversiones ABC Factura N°: F25-0988,2025-04-28,8904.9,1691.93,10596.83
F25-0989,Inversiones ABC Factura N°: F25-0989,2025-08-01,12135.0,2305.65,14440.65
F25-0990,Tienda Don Pepe Factura N°: F25-0990,2025-11-24,10515.0,1997.85,12512.85
F25-0991,Logística Global Factura N°: F25-0991,2025-07-27,90.0,17.1,107.1
F25-0992,Tienda Don Pepe Factura N°: F25-0992,2025-10-24,3053.97,580.25,3634.22
F25-0993,Tienda Don Pepe Factura N°: F25-0993,2025-07-06,1459.95,277.39,1737.34
F25-0994,Tech Solutions Factura N°: F25-0994,2025-03-17,612.9,116.45,729.35
F25-0995,Servicios Express Factura N°: F25-0995,2025-12-04,12450.93,2365.68,14816.61
F25-0996,Tech Solutions Factura N°: F25-0996,2025-05-15,5292.99,1005.67,6298.66
F25-0997,Tienda Don Pepe Factura N°: F25-0997,2025-10-06,129.9,24.68,154.58
F25-0998,Logística Global Factura N°: F25-0998,2025-04-30,579.42,110.09,689.51
F25-0999,Tech Solutions Factura N°: F25-0999,2025-06-18,3677.94,698.81,4376.75
F25-1000,Servicios Express Factura N°: F25-1000,2025-10-24,3702.0,703.38,4405.38
